표준코드,단축코드,한글종목명,한글종목약명,영문종목명,상장일,기초지수명,지수산출기관,추적배수,복제방법,기초시장분류,기초자산분류,상장좌수,운용사,CU수량,총보수,과세유형
"KR7371160003","371160","미래에셋 TIGER 차이나항셍테크증권상장지수투자신탁(주식)","TIGER 차이나항셍테크","MIRAE ASSET TIGER China Hang Seng TECH ETF","2020/12/16","Hang Seng TECH Index","HangSeng","일반 (1)","실물(패시브)","해외","주식","60350000","미래에셋자산운용","50000","0.090","배당소득세(보유기간과세)"
"KR7166400002","166400","미래에셋 TIGER 커버드콜5%OTM증권상장지수투자신탁(주식-파생형)","TIGER 200커버드콜5%OTM","MIRAE ASSET TIGER COVERED C200 ETF","2012/10/25","코스피 200 커버드콜 5% OTM","KRX","일반 (1)","실물(패시브)","국내","주식","500000","미래에셋자산운용","100000","0.380","배당소득세(보유기간과세)"
"KR7233160001","233160","미래에셋 TIGER 코스닥150 레버리지증권상장지수투자신탁(주식-파생형)","TIGER 코스닥150 레버리지","MIRAE ASSET TIGER KOSDAQ150 LEVERAGE ETF","2015/12/17","코스닥 150","KRX","2X 레버리지 (2)","실물(패시브)","국내","주식","6600000","미래에셋자산운용","50000","0.320","배당소득세(보유기간과세)"
"KR7232080002","232080","미래에셋 TIGER 코스닥150 증권상장지수투자신탁(주식)","TIGER 코스닥150","MIRAE ASSET TIGER KOSDAQ150 ETF","2015/11/12","코스닥 150","KRX","일반 (1)","실물(패시브)","국내","주식","13080000","미래에셋자산운용","20000","0.190","비과세"
"KR7261060008","261060","미래에셋 TIGER 코스닥150IT증권상장지수투자신탁(주식)","TIGER 코스닥150IT","MIRAE ASSET TIGER KOSDAQ150IT ETF","2016/12/15","코스닥 150 정보기술","KRX","일반 (1)","실물(패시브)","국내","주식","440000","미래에셋자산운용","20000","0.400","비과세"
"KR7261070007","261070","미래에셋 TIGER 코스닥150바이오테크증권상장지수투자신탁(주식)","TIGER 코스닥150바이오테크","MIRAE ASSET TIGER KOSDAQ150BIOTECH ETF","2016/12/15","코스닥 150 헬스케어","KRX","일반 (1)","실물(패시브)","국내","주식","1120000","미래에셋자산운용","20000","0.400","비과세"
"KR7250780004","250780","미래에셋 TIGER 코스닥150인버스증권상장지수투자신탁(주식-파생형)","TIGER 코스닥150선물인버스","MIRAE ASSET TIGER KOSDAQ150 INVERSE ETF","2016/08/10","F-코스닥150 지수","KRX","1X 인버스 (-1)","실물(패시브)","국내","주식","3250000","미래에셋자산운용","50000","0.320","배당소득세(보유기간과세)"
"KR7277640009","277640","미래에셋 TIGER 코스피대형주증권상장지수투자신탁(주식)","TIGER 코스피대형주","MIRAE ASSET TIGER KOSPI LARGECAP ETF","2017/08/31","코스피 대형주","KRX","일반 (1)","실물(패시브)","국내","주식","450000","미래에셋자산운용","50000","0.290","비과세"
"KR7277650008","277650","미래에셋 TIGER 코스피중형주증권상장지수투자신탁(주식)","TIGER 코스피중형주","MIRAE ASSET TIGER KOSPI MIDCAP ETF","2017/08/31","코스피 중형주","KRX","일반 (1)","실물(패시브)","국내","주식","500000","미래에셋자산운용","50000","0.290","비과세"
"KR7277630000","277630","미래에셋 TIGER 코스피증권상장지수투자신탁(주식)","TIGER 코스피","MIRAE ASSET TIGER KOSPI ETF","2017/08/31","코스피","KRX","일반 (1)","실물(패시브)","국내","주식","5800000","미래에셋자산운용","50000","0.150","비과세"
"KR7376410007","376410","미래에셋 TIGER 탄소효율그린뉴딜증권상장지수투자신탁(주식)","TIGER 탄소효율그린뉴딜","MIRAE ASSET TIGER CARBON EFFICIENT GREEN NEWDEAL ETF","2021/02/05","KRX/S&P 탄소효율 그린뉴딜지수","KRX","일반 (1)","실물(패시브)","국내","주식","4000000","미래에셋자산운용","100000","0.090","비과세"
"KR7438330003","438330","미래에셋 TIGER 투자등급회사채액티브증권상장지수투자신탁(채권)","TIGER 투자등급회사채액티브","MIRAE ASSET TIGER INVESTMENT GRADE CORPORATE BOND ACTIVE ETF","2022/08/23","KIS 투자등급회사채 지수(총수익)","KIS 채권평가","일반 (1)","실물(액티브)","국내","채권","957000","미래에셋자산운용","1000","0.100","배당소득세(보유기간과세)"
"KR7387280001","387280","미래에셋 TIGER 퓨처모빌리티액티브증권상장지수투자신탁(주식)","TIGER 퓨처모빌리티액티브","MIRAE ASSET TIGER FUTURE MOBILITY ACTIVE ETF","2021/05/25","FnGuide 퓨처모빌리티 지수","FnGuide","일반 (1)","실물(액티브)","국내","주식","5370000","미래에셋자산운용","10000","0.770","배당소득세(보유기간과세)"
"KR7143860005","143860","미래에셋 TIGER 헬스케어 증권상장지수투자신탁(주식)","TIGER 헬스케어","MIRAE ASSET TIGER HEALTH CARE ETF","2011/07/18","KRX 헬스케어","KRX","일반 (1)","실물(패시브)","국내","주식","5340000","미래에셋자산운용","20000","0.400","비과세"
"KR7138540000","138540","미래에셋 TIGER 현대차그룹+ 증권상장지수투자신탁(주식)","TIGER 현대차그룹+펀더멘털","MIRAE ASSET TIGER HYUNDAI MOTOR GROUP+ ETF","2011/03/10","MKF 현대차그룹+ FW","FnGuide","일반 (1)","실물(패시브)","국내","주식","5740000","미래에셋자산운용","20000","0.150","비과세"
"KR7228790002","228790","미래에셋 TIGER 화장품 증권상장지수투자신탁(주식)","TIGER 화장품","MIRAE ASSET TIGER COSMETICS ETF","2015/10/07","WISE 화장품 지수","WiseFn","일반 (1)","실물(패시브)","국내","주식","28440000","미래에셋자산운용","30000","0.500","비과세"
"KR7394670004","394670","미래에셋 TIGER글로벌리튬&2차전지SOLACTIVE증권상장지수투자신탁(주식-파생형)(합성)","TIGER 글로벌리튬&2차전지SOLACTIVE(합성)","MIRAE ASSET TIGER SYNTH-GLOBAL LITHIUM & BATTERY TECH SOLACTIVE ETF","2021/07/20","Solactive Global Lithium 지수(Net Total Return)","Solactive","일반 (1)","합성(패시브)","해외","주식","56200000","미래에셋자산운용","40000","0.490","배당소득세(보유기간과세)"
"KR7394660005","394660","미래에셋 TIGER글로벌자율주행&전기차SOLACTIVE증권상장지수투자신탁(주식-파생형)","TIGER 글로벌자율주행&전기차SOLACTIVE","MIRAE ASSET TIGER GLOBAL AUTONOMOUS & ELECTRIC VEHICLES SOLACTIVE ETF","2021/07/20","Solactive Autonomous & Electric Vehicles 지수(Net Total Return)","Solactive","일반 (1)","실물(패시브)","해외","주식","23680000","미래에셋자산운용","40000","0.490","배당소득세(보유기간과세)"
"KR7276000007","276000","미래에셋 TIGER모닝스타글로벌자원생산기업증권상장지수투자신탁(주식-파생형)(합성H)","TIGER 글로벌자원생산기업(합성 H)","MIRAE ASSET TIGER SYNTH-MORNINGSTAR GLOBAL UPSTREAM NATURAL RESOURCES ETF(H)","2017/08/01","MorningStar Global Upstream Resources Index(PR)","MorningStar","일반 (1)","합성(패시브)","해외","주식","900000","미래에셋자산운용","50000","0.400","배당소득세(보유기간과세)"
"KR7139260004","139260","미래에셋TIGER200IT증권상장지수투자신탁(주식)","TIGER 200 IT","MIRAE ASSET TIGER 200 IT ETF","2011/04/06","코스피 200 정보기술","KRX","일반 (1)","실물(패시브)","국내","주식","25420000","미래에셋자산운용","20000","0.400","비과세"
"KR7139220008","139220","미래에셋TIGER200건설증권상장지수투자신탁(주식)","TIGER 200 건설","MIRAE ASSET TIGER 200 CONSTRUCTIONS ETF","2011/04/06","코스피 200 건설","KRX","일반 (1)","실물(패시브)","국내","주식","31940000","미래에셋자산운용","20000","0.400","비과세"
"KR7139290001","139290","미래에셋TIGER200경기소비재증권상장지수투자신탁(주식)","TIGER 200 경기소비재","MIRAE ASSET TIGER 200 CONSUMER DISCRETIONARY ETF","2011/04/06","코스피 200 경기소비재","KRX","일반 (1)","실물(패시브)","국내","주식","360000","미래에셋자산운용","20000","0.400","비과세"
"KR7139270003","139270","미래에셋TIGER200금융증권상장지수투자신탁(주식)","TIGER 200 금융","MIRAE ASSET TIGER 200 FINANCIALS ETF","2011/04/06","코스피 200 금융","KRX","일반 (1)","실물(패시브)","국내","주식","3160000","미래에셋자산운용","20000","0.400","비과세"
"KR7139250005","139250","미래에셋TIGER200에너지화학증권상장지수투자신탁(주식)","TIGER 200 에너지화학","MIRAE ASSET TIGER 200 ENERGY & CHEMICALS ETF","2011/04/06","코스피 200 에너지/화학","KRX","일반 (1)","실물(패시브)","국내","주식","1000000","미래에셋자산운용","20000","0.400","비과세"
"KR7139230007","139230","미래에셋TIGER200중공업증권상장지수투자신탁(주식)","TIGER 200 중공업","MIRAE ASSET TIGER 200 HEAVY INDUSTRY ETF","2011/04/06","코스피 200 중공업","KRX","일반 (1)","실물(패시브)","국내","주식","23920000","미래에셋자산운용","20000","0.400","비과세"
"KR7139240006","139240","미래에셋TIGER200철강소재증권상장지수투자신탁(주식)","TIGER 200 철강소재","MIRAE ASSET TIGER 200 STEELS & MATERIALS ETF","2011/04/06","코스피 200 철강/소재","KRX","일반 (1)","실물(패시브)","국내","주식","1780000","미래에셋자산운용","20000","0.400","비과세"
"KR7228820007","228820","미래에셋TIGERKTOP30증권상장지수투자신탁(주식)","TIGER KTOP30","MIRAE ASSET TIGER KTOP30 ETF","2015/10/14","KTOP 30","KRX","일반 (1)","실물(패시브)","국내","주식","850000","미래에셋자산운용","50000","0.250","비과세"
"KR7225060003","225060","미래에셋TIGERMSCIEM레버리지증권상장지수투자신탁(주식혼합-파생형)(합성 H)","TIGER 이머징마켓MSCI레버리지(합성 H)","MIRAE ASSET TIGER SYNTH-MSCI EM LEVERAGE ETF(H)","2015/07/29","MSCI EM Index","MSCI","2X 레버리지 (2)","합성(패시브)","해외","주식","1140000","미래에셋자산운용","20000","0.580","배당소득세(보유기간과세)"
"KR7182480004","182480","미래에셋TIGERMSCIUS리츠부동산상장지수투자신탁(파생형)(합성 H)","TIGER 미국MSCI리츠(합성 H)","MIRAE ASSET TIGER SYNTH-MSCI US REIT ETF(H)","2013/10/10","MSCI US REIT Index","MSCI","일반 (1)","합성(패시브)","해외","부동산","11900000","미래에셋자산운용","50000","0.240","배당소득세(분리과세부동산ETF)"
"KR7225040005","225040","미래에셋TIGERS&P500레버리지증권상장지수투자신탁(주식혼합-파생형)(합성 H)","TIGER 미국S&P500레버리지(합성 H)","MIRAE ASSET TIGER SYNTH-S&P500 LEVERAGE ETF(H)","2015/07/29","S&P 500","S&P","2X 레버리지 (2)","합성(패시브)","해외","주식","2640000","미래에셋자산운용","20000","0.580","배당소득세(보유기간과세)"
"KR7225030006","225030","미래에셋TIGERS&P500인버스선물증권상장지수투자신탁(주식-파생형)(H)","TIGER 미국S&P500선물인버스(H)","MIRAE ASSET TIGER S&P500 INVERSE ETF(H)","2015/07/29","S&P 500 Futures Total Return Index","S&P","1X 인버스 (-1)","실물(패시브)","해외","주식","2200000","미래에셋자산운용","50000","0.590","배당소득세(보유기간과세)"
"KR7217790005","217790","미래에셋TIGER가격조정증권상장지수투자신탁(주식)","TIGER 가격조정","MIRAE ASSET TIGER CONTRARIAN ETF","2015/04/29","FnGuide Contrarian Index","FnGuide","일반 (1)","실물(패시브)","국내","주식","140000","미래에셋자산운용","20000","0.290","비과세"
"KR7203780002","203780","미래에셋TIGER나스닥바이오증권상장지수투자신탁(주식)","TIGER 미국나스닥바이오","MIRAE ASSET TIGER NASDAQ BIO ETF","2014/08/27","NASDAQ Biotechnology 지수(시장가격지수)","NASDAQ","일반 (1)","실물(패시브)","해외","주식","2020000","미래에셋자산운용","20000","0.300","배당소득세(해외주식투자전용ETF)"
"KR7182490003","182490","미래에셋TIGER단기선진국하이일드증권상장지수투자신탁(채권-파생형)(합성 H)","TIGER 단기선진하이일드(합성 H)","MIRAE ASSET TIGER SYNTH-IBOXX SHORT TERM HIGH YIELD ETF(H)","2014/03/24","Markit iBoxx USD Liquid High Yield 0-5 year 지수","Markit","일반 (1)","합성(패시브)","해외","채권","1200000","미래에셋자산운용","50000","0.240","배당소득세(보유기간과세)"
"KR7174350009","174350","미래에셋TIGER로우볼증권상장지수투자신탁(주식)","TIGER 로우볼","MIRAE ASSET TIGER LOW VOLATILITY ETF","2013/06/20","FnGuide Low Vol 지수","FnGuide","일반 (1)","실물(패시브)","국내","주식","1000000","미래에셋자산운용","20000","0.400","비과세"
"KR7275980001","275980","미래에셋TIGER모닝스타글로벌4차산업혁신기술증권상장지수투자신탁(주식-파생형)합성H","TIGER 글로벌4차산업혁신기술(합성 H)","MIRAE ASSET TIGER SYNTH-MORNINGSTAR GLOBAL EXPONENTIAL TECHNOLOGY ETF(H)","2017/08/01","MorningStar Exponential Technologies Index(PR)","MorningStar","일반 (1)","합성(패시브)","해외","주식","11240000","미래에셋자산운용","20000","0.400","배당소득세(보유기간과세)"
"KR7211560008","211560","미래에셋TIGER배당성장증권상장지수투자신탁(주식)","TIGER 배당성장","MIRAE ASSET TIGER DIVIDEND GROWTH ETF","2014/12/17","코스피 배당성장 50","KRX","일반 (1)","실물(패시브)","국내","주식","780000","미래에셋자산운용","30000","0.150","비과세"
"KR7217770007","217770","미래에셋TIGER원유인버스선물특별자산상장지수투자신탁(원유-파생형)(H)","TIGER 원유선물인버스(H)","MIRAE ASSET TIGER WTI INVERSE ETF(H)","2015/04/29","S&P GSCI Crude Oil Index ER","S&P","1X 인버스 (-1)","실물(패시브)","해외","원자재","11500000","미래에셋자산운용","50000","0.690","배당소득세(보유기간과세)"
"KR7225050004","225050","미래에셋TIGER유로스탁스50레버리지증권상장지수투자신탁(주식혼합-파생형)(합성 H)","TIGER 유로스탁스레버리지(합성 H)","MIRAE ASSET TIGER SYNTH-EURO STOXX 50 LEVERAGE ETF(H)","2015/07/29","EURO STOXX 50 Index","STOXX","2X 레버리지 (2)","합성(패시브)","해외","주식","1300000","미래에셋자산운용","50000","0.580","배당소득세(보유기간과세)"
"KR7195930003","195930","미래에셋TIGER유로스탁스50증권상장지수투자신탁(주식-파생형)(합성 H)","TIGER 유로스탁스50(합성 H)","MIRAE ASSET TIGER SYNTH-EURO STOXX 50 ETF(H)","2014/04/30","EURO STOXX 50 Index","STOXX","일반 (1)","합성(패시브)","해외","주식","4200000","미래에셋자산운용","50000","0.240","배당소득세(보유기간과세)"
"KR7195920004","195920","미래에셋TIGER일본증권상장지수투자신탁(주식-파생형)(합성 H)","TIGER 일본TOPIX(합성 H)","MIRAE ASSET TIGER SYNTH-JAPAN ETF(H)","2014/04/30","TOPIX","TSE(Tokyo Stock Exchange)","일반 (1)","합성(패시브)","해외","주식","640000","미래에셋자산운용","20000","0.240","배당소득세(보유기간과세)"
"KR7192090009","192090","미래에셋TIGER차이나A300증권상장지수자투자신탁(주식-파생형)","TIGER 차이나CSI300","MIRAE ASSET TIGER CHINA A300 ETF","2014/02/17","CSI 300 Index","CSI","일반 (1)","실물(패시브)","해외","주식","17300000","미래에셋자산운용","50000","0.630","배당소득세(해외주식투자전용ETF)"
"KR7204480008","204480","미래에셋TIGER차이나A레버리지증권상장지수투자신탁(주식혼합-파생재간접형)(합성)","TIGER 차이나CSI300레버리지(합성)","MIRAE ASSET TIGER SYNTH-CHINA A LEVERAGE","2014/09/01","CSI 300 Index","CSI","2X 레버리지 (2)","합성(패시브)","해외","주식","3180000","미래에셋자산운용","20000","0.580","배당소득세(보유기간과세)"
"KR7217780006","217780","미래에셋TIGER차이나A인버스증권상장지수투자신탁(채권혼합-파생형)(합성)","TIGER 차이나CSI300인버스(합성)","MIRAE ASSET TIGER SYNTH-CHINA A INVERSE ETF","2015/06/10","CSI 300 Index","CSI","1X 인버스 (-1)","합성(패시브)","해외","주식","3200000","미래에셋자산운용","50000","0.580","배당소득세(보유기간과세)"
